Player,Pos,Squad,Age,MP,Min,Gls,Ast,xG,SoT
Sergi Roberto,MF,Como,32.0,13,696,0,1,0.7,1
Andrew Robertson,DF,Liverpool,30.0,33,2482,0,1,1.2,2
Antonee Robinson,DF,Fulham,26.0,36,3167,0,10,0.7,2
Jay Robinson,"MF,FW",Southampton,17.0,4,137,0,0,0.0,1
Marc Roca,MF,Betis,27.0,14,906,2,2,1.1,4
Rodri,MF,Manchester City,28.0,3,73,0,0,0.0,0
Rodri,FW,Betis,24.0,3,118,0,0,0.2,2
Adrian Rodriguez,GK,Alavés,23.0,2,122,0,0,0.0,0
Alejandro Rodriguez,MF,Lyon,16.0,1,20,0,0,0.0,0
Álvaro Rodríguez,FW,Getafe,20.0,22,852,2,0,1.2,10
Óscar Rodríguez Arnaiz,"MF,FW",Leganés,26.0,29,1330,1,4,2.1,6
Arturo Rodríguez,FW,Las Palmas,17.0,1,21,0,0,0.0,0
Damián Rodríguez,MF,Celta Vigo,21.0,17,927,0,0,0.1,0
Dani Rodríguez,"MF,FW",Mallorca,36.0,37,2162,4,7,2.8,10
Daniel Rodriguez,FW,Barcelona,18.0,1,37,0,0,0.0,0
Guido Rodríguez,MF,West Ham,30.0,23,1149,0,1,0.2,1
James Rodríguez,"MF,FW",Rayo Vallecano,33.0,6,140,0,0,0.3,2
Javi Rodríguez,DF,Celta Vigo,21.0,36,2514,3,2,2.3,5
Jesus Rodríguez,FW,Betis,18.0,21,1111,2,0,2.3,8
Kirian Rodríguez,MF,Las Palmas,28.0,21,1758,0,3,1.6,8
Ricardo Rodríguez,DF,Betis,31.0,18,1274,0,1,0.2,1
Rodrygo,"FW,MF",Real Madrid,23.0,30,1928,6,5,4.0,20
Mads Roerslev,DF,Brentford,25.0,19,1101,0,2,0.2,2
Mads Roerslev,DF,Wolfsburg,25.0,7,298,0,0,0.0,0
Morgan Rogers,"FW,MF",Aston Villa,22.0,37,3114,8,10,6.6,20
Merlin Röhl,"MF,FW",Freiburg,22.0,19,965,0,1,0.8,3
Alessio Romagnoli,DF,Lazio,29.0,32,2672,2,0,2.4,7
Leo Román,GK,Mallorca,24.0,7,630,0,0,0.0,0
Carlos Romero,DF,Espanyol,22.0,34,2554,2,1,2.0,6
Cristian Romero,DF,Tottenham,26.0,18,1416,1,0,1.6,8
Isaac Romero,FW,Sevilla,24.0,31,2156,4,2,6.8,17
Luka Romero,"FW,MF",Alavés,19.0,6,199,0,0,0.8,0
Oriol Romeu,MF,Girona,32.0,25,1356,0,0,0.1,1
Valentin Rongier,"MF,DF",Marseille,29.0,25,1562,3,1,1.0,7
Marten de Roon,"MF,DF",Atalanta,33.0,36,3058,4,4,0.9,4
Vitor Roque,FW,Betis,19.0,22,1235,4,0,6.1,18
Pablo Rosario,"MF,DF",Nice,27.0,29,1775,3,1,3.8,7
Lasse Rosenboom,DF,Holstein Kiel,22.0,26,1734,2,2,1.9,5
Max Rosenfelder,DF,Freiburg,21.0,25,1249,1,0,0.4,1
Valentin Rosier,DF,Leganés,27.0,32,2595,1,2,0.9,4
Tom Rothe,"DF,MF",Union Berlin,19.0,26,1670,3,3,1.8,9
Anthony Rouault,DF,Rennes,23.0,11,972,0,0,0.5,3
Anthony Rouault,DF,Stuttgart,23.0,18,1212,1,0,0.5,1
Jonas Rouhi,DF,Juventus,20.0,5,210,0,0,0.0,0
Jérôme Roussillon,"DF,MF",Union Berlin,31.0,7,136,0,0,0.1,0
Nicolò Rovella,MF,Lazio,22.0,33,2718,0,3,1.5,8
Jon Rowe,"FW,MF",Marseille,21.0,28,807,3,3,3.5,15
Amir Rrahmani,DF,Napoli,30.0,38,3406,1,3,2.9,3
Tommaso Rubino,MF,Fiorentina,17.0,1,8,0,0,0.0,0
Antonio Rüdiger,DF,Real Madrid,31.0,29,2291,0,0,1.7,4
Matteo Ruggeri,DF,Atalanta,22.0,30,1751,0,3,0.2,2
Aitor Ruibal,"DF,FW",Betis,28.0,29,1313,1,3,0.9,4
Abel Ruiz,FW,Girona,24.0,23,1346,4,0,4.6,7
Ferrán Ruiz,MF,Girona,21.0,1,18,0,0,0.0,0
Fabián Ruiz Peña,MF,Paris S-G,28.0,30,1923,4,5,4.3,12
Gerónimo Rulli,GK,Marseille,32.0,34,3060,0,0,0.0,0
Georginio Rutter,"MF,FW",Brighton,22.0,28,1656,5,3,4.6,12
Mathew Ryan,GK,Lens,32.0,14,1260,0,0,0.0,0
Julian Ryerson,DF,Dortmund,26.0,29,2259,2,3,0.7,5
Frederik Rønnow,GK,Union Berlin,31.0,28,2520,0,0,0.1,0
José Sá,GK,Wolves,31.0,29,2609,0,0,0.0,0
Elias Saad,"FW,MF",St. Pauli,24.0,18,900,3,2,2.8,8
Youssouf Sabaly,DF,Betis,31.0,22,1581,0,1,0.2,0
Emmanuel Sabbi,"FW,MF",Le Havre,26.0,15,653,0,0,1.9,4
Stefano Sabelli,DF,Genoa,31.0,34,2058,0,2,0.1,1
Marcel Sabitzer,MF,Dortmund,30.0,26,1616,1,0,1.8,8
Falaye Sacko,DF,Montpellier,29.0,16,1233,0,1,0.0,0
Umar Sadiq,FW,Valencia,27.0,16,825,5,0,3.4,7
Umar Sadiq,FW,Real Sociedad,27.0,7,227,0,0,0.2,0
Alexis Saelemaekers,"DF,FW",Roma,25.0,22,1389,7,3,2.5,12
Alexis Saelemaekers,"DF,FW",Milan,25.0,1,90,0,0,0.0,0
Jorge Sáenz,DF,Leganés,27.0,23,1690,1,0,1.3,3
Matvei Safonov,GK,Paris S-G,25.0,10,879,0,0,0.0,0
Modibo Sagnan,DF,Montpellier,25.0,27,2141,2,0,0.7,3
Richie Sagrado,DF,Venezia,20.0,3,140,0,0,0.1,0
Osame Sahraoui,"FW,MF",Lille,23.0,30,1293,3,3,2.9,8
Wesley Saïd,FW,Lens,29.0,24,905,3,0,3.2,7
Théo Sainte-Luce,DF,Montpellier,25.0,16,1018,1,0,1.0,4
Bukayo Saka,"FW,MF",Arsenal,22.0,25,1729,6,10,6.8,22
Faik Sakar,MF,RB Leipzig,16.0,1,1,0,0,0.0,0
Marco Sala,DF,Como,25.0,8,261,0,0,0.0,0
Marco Sala,DF,Lecce,25.0,2,72,0,0,0.0,0
Ibrahim Salah,FW,Brest,22.0,12,358,1,1,0.6,4
Mohamed Salah,FW,Liverpool,32.0,38,3371,29,18,25.2,50
Anass Salah-Eddine,DF,Roma,22.0,3,152,0,1,0.3,1
Amine Salama,FW,Reims,24.0,17,373,0,0,0.7,3
Jan Salas,"MF,FW",Mallorca,18.0,4,43,0,0,0.1,0
Kike Salas,DF,Sevilla,22.0,31,2238,3,2,1.9,6
Manolis Saliakas,"MF,DF",St. Pauli,27.0,30,2314,2,1,1.5,6
William Saliba,DF,Arsenal,23.0,35,3039,2,0,2.3,2
Mohammed Salisu,DF,Monaco,25.0,15,1023,1,0,0.8,4
Roland Sallai,"FW,MF",Freiburg,27.0,2,46,0,0,0.1,1
Yoann Salmier,DF,Le Havre,31.0,13,797,0,0,0.8,2
Lazar Samardzic,MF,Atalanta,22.0,31,1169,2,1,2.0,12
Diadie Samassékou,MF,Hoffenheim,28.0,8,290,0,0,0.1,1
Mama Samba Baldé,FW,Lyon,28.0,2,33,0,0,0.1,0
Mama Samba Baldé,FW,Brest,28.0,27,1149,2,3,3.0,8
Brice Samba,GK,Rennes,30.0,17,1529,0,0,0.0,0
Brice Samba,GK,Lens,30.0,15,1350,0,0,0.0,0
Albert Sambi Lokonga,MF,Sevilla,24.0,22,1471,0,2,0.9,5
Junior Sambia,"DF,FW",Empoli,27.0,17,387,0,0,0.4,1
Chuky san jose,MF,Valladolid,20.0,18,728,2,0,2.2,7
Antonio Sanabria,FW,Torino,28.0,26,1318,2,1,2.9,4
Oihan Sancet,MF,Athletic Club,24.0,29,1620,15,1,9.7,17
Alexis Sánchez,FW,Udinese,35.0,13,437,0,0,0.8,0
Antonio Sánchez,"MF,DF",Mallorca,27.0,33,1395,0,0,1.1,2
Iván Sánchez,"MF,FW",Valladolid,31.0,32,1404,2,1,0.7,5
Javi Sánchez,DF,Valladolid,27.0,25,2026,2,0,0.5,5
Juanlu Sánchez,"MF,DF",Sevilla,20.0,32,1722,4,4,2.1,6
Manu Sánchez,DF,Alavés,23.0,33,2634,1,0,1.7,2
Robert Sánchez,GK,Chelsea,26.0,32,2880,0,0,0.0,0
Jadon Sancho,FW,Chelsea,24.0,31,1764,3,4,2.2,8
Philipp Sander,MF,Gladbach,26.0,27,1400,1,0,1.2,7
James Sands,"MF,DF",St. Pauli,24.0,7,453,0,0,0.1,0
Leroy Sané,FW,Bayern Munich,28.0,30,1637,11,5,10.2,29
Arouna Sangante,DF,Le Havre,22.0,16,1244,3,0,1.0,4
Ibrahim Sangaré,MF,Nott'ham Forest,26.0,13,590,0,1,0.0,1
Nhoa Sangui,"DF,MF",Reims,18.0,26,1158,0,2,0.1,0
Maroan Sannadi,FW,Athletic Club,23.0,16,754,1,1,3.5,7
Kaishu Sano,MF,Mainz 05,23.0,34,3043,0,0,0.9,2
Morgan Sanson,MF,Nice,29.0,6,235,3,0,1.5,4
Nicola Sansone,"MF,FW",Lecce,32.0,5,65,0,0,0.2,1
Baptiste Santamaria,MF,Nice,29.0,13,927,0,0,0.9,3
Baptiste Santamaria,MF,Rennes,29.0,10,482,0,1,0.1,1
Jesús Santiago,MF,Getafe,20.0,19,372,0,0,0.0,0
Andrey Santos,MF,Strasbourg,20.0,32,2855,10,3,5.1,16
Kauã Santos,GK,Eint Frankfurt,21.0,9,765,0,0,0.0,0
Tiago Santos,DF,Lille,22.0,7,404,0,0,0.4,4
Pablo Sarabia,"MF,FW",Wolves,32.0,23,814,3,2,2.9,8
Jeremy Sarmiento,MF,Brighton,22.0,1,9,0,0,0.0,0
Amin Sarr,FW,Hellas Verona,23.0,32,1907,4,1,3.2,7
Ismaila Sarr,MF,Crystal Palace,26.0,38,2711,8,6,10.7,29
Malang Sarr,DF,Lens,25.0,21,1385,0,0,0.3,1
Mamadou Sarr,DF,Strasbourg,18.0,27,2365,0,1,0.8,0
Martin Satriano,"FW,DF",Lens,23.0,7,88,0,0,0.4,0
Razvan Sava,GK,Udinese,22.0,12,1080,0,0,0.0,0
Téji Savanier,MF,Montpellier,32.0,31,2363,2,5,3.8,14
Sávio,"FW,MF",Manchester City,20.0,29,1766,1,8,5.0,21
Nicolò Savona,DF,Juventus,21.0,28,1724,2,1,0.5,4
Saba Sazonov,DF,Torino,22.0,1,3,0,0,0.0,0
Joe Scally,DF,Gladbach,21.0,32,2578,0,0,0.4,1
Giorgio Scalvini,DF,Atalanta,20.0,6,272,0,0,0.1,0
Gianluca Scamacca,FW,Atalanta,25.0,1,6,0,0,0.1,1
Oliver Scarles,"DF,FW",West Ham,18.0,15,665,0,0,0.1,0
Dane Scarlett,"FW,MF",Tottenham,20.0,3,34,0,1,0.0,1
Kevin Schade,FW,Brentford,22.0,38,2293,11,2,8.2,27
András Schäfer,MF,Union Berlin,25.0,26,1534,1,1,0.6,1
Fabian Schär,DF,Newcastle Utd,32.0,34,2934,4,0,3.7,11
Patrik Schick,FW,Leverkusen,28.0,31,1684,21,0,12.7,32
Stefan Schimmer,"FW,MF",Heidenheim,30.0,13,247,0,0,1.1,2
Joël Schingtienne,DF,Venezia,21.0,16,1122,0,0,0.0,0
Xaver Schlager,MF,RB Leipzig,26.0,4,181,0,0,0.1,0
Keven Schlotterbeck,DF,Augsburg,27.0,18,1297,3,1,0.8,4
Nico Schlotterbeck,DF,Dortmund,24.0,23,1982,0,4,1.3,4
Jeffrey Schlupp,"MF,DF",Crystal Palace,31.0,12,103,0,0,0.2,2
Romano Schmid,MF,Werder Bremen,24.0,32,2834,5,4,4.3,13
Niklas Schmidt,MF,Toulouse,26.0,9,205,0,1,0.1,1
Jan Schöppner,MF,Heidenheim,25.0,33,2681,4,3,3.9,13
Marvin Schulz,"MF,DF",Holstein Kiel,29.0,12,306,0,0,0.0,1
Alexander Schwolow,GK,Union Berlin,32.0,6,540,0,0,0.0,0
Léo Scienza,"FW,MF",Heidenheim,25.0,25,1153,3,3,2.0,15
Alex Scott,MF,Bournemouth,20.0,20,755,0,0,0.7,6
Simone Scuffet,GK,Cagliari,28.0,13,1170,0,0,0.0,0
Simone Scuffet,GK,Napoli,28.0,1,90,0,0,0.0,0
Jérémy Sebas,"FW,MF",Strasbourg,21.0,13,190,0,0,0.7,2
Aleksandar Sedlar,DF,Alavés,32.0,9,594,0,0,0.0,0
Jacopo Seghetti,GK,Empoli,19.0,1,90,0,0,0.0,0
Alidu Seidu,DF,Rennes,24.0,11,803,0,0,0.1,0
Nicolas Seiwald,"MF,DF",RB Leipzig,23.0,30,2084,0,0,0.2,0
Hiroki Sekine,DF,Reims,21.0,15,887,0,0,0.1,0
Matz Sels,GK,Nott'ham Forest,32.0,38,3420,0,0,0.0,0
Nélson Semedo,DF,Wolves,30.0,34,2886,0,4,0.9,7
Antoine Semenyo,FW,Bournemouth,24.0,37,3203,11,5,10.0,40
Marvin Senaya,DF,Strasbourg,23.0,10,227,0,0,0.0,0
Marcos Senesi,DF,Bournemouth,27.0,17,1106,0,0,0.8,0
Stefano Sensi,MF,Monza,28.0,12,274,1,0,0.9,1
Suat Serdar,MF,Hellas Verona,27.0,22,1376,2,1,1.9,8
Sergi,DF,Leganés,32.0,36,2957,2,0,1.5,5
Nicolás Serrano,FW,Athletic Club,21.0,4,112,0,0,0.2,1
Benjamin Šeško,"FW,MF",RB Leipzig,21.0,33,2380,13,5,10.0,29
Ryan Sessegnon,"FW,DF",Fulham,24.0,16,580,4,2,1.6,8
Stephan El Shaarawy,"DF,MF",Roma,31.0,31,1098,3,4,2.7,12
Luke Shaw,DF,Manchester Utd,29.0,7,349,0,0,0.0,0
Alen Sherri,GK,Cagliari,26.0,7,621,0,0,0.0,0
Eldor Shomurodov,"FW,MF",Roma,29.0,27,1097,4,4,4.7,13
Djibril Sidibé,DF,Toulouse,32.0,28,2101,0,3,0.4,1
Armindo Sieb,"FW,MF",Mainz 05,21.0,27,762,2,2,2.8,7
Benjamin Siegrist,GK,Genoa,32.0,2,152,0,0,0.0,0
Vincent Sierro,MF,Toulouse,28.0,29,2402,5,1,4.2,7
Tim Siersleben,DF,Heidenheim,24.0,16,1182,0,0,0.6,2
Zain Silcott-Duberry,FW,Bournemouth,19.0,1,1,0,0,0.0,0
Kiliann Sildillia,DF,Freiburg,22.0,21,801,2,0,0.5,2
André Silva,FW,Werder Bremen,28.0,7,375,1,0,2.6,5
André Silva,"FW,MF",RB Leipzig,28.0,8,132,1,2,1.3,2
Bernardo Silva,"MF,FW",Manchester City,29.0,33,2670,4,4,3.9,11
Caio Henrique Oliveira Silva,DF,Monaco,27.0,27,1929,0,6,0.2,1
Fábio Silva,FW,Las Palmas,22.0,24,1866,10,3,8.8,20
Jota Silva,"FW,MF",Nott'ham Forest,24.0,31,854,3,1,2.1,7
Eric da Silva Moreira,"MF,DF",Nott'ham Forest,18.0,2,30,0,0,0.0,0
Rui Silva,GK,Betis,30.0,15,1350,0,0,0.0,0
Marco Silvestri,GK,Empoli,33.0,5,450,0,0,0.0,0
Abdallah Sima,"FW,MF",Brest,23.0,27,1238,7,2,5.9,18
Mohamed Simakan,DF,RB Leipzig,24.0,1,54,0,0,0.0,0
Giovanni Simeone,FW,Napoli,29.0,30,419,1,1,2.6,3
Giuliano Simeone,MF,Atlético Madrid,21.0,33,1926,2,6,2.2,7
Moses Simon,"FW,MF",Nantes,29.0,32,2609,8,10,5.8,13
Unai Simón,GK,Athletic Club,27.0,21,1890,0,0,0.0,0
Xavi Simons,MF,RB Leipzig,21.0,25,2150,10,6,5.1,23
Jahmai Simpson-Pusey,DF,Manchester City,18.0,2,96,0,0,0.0,0
Danel Sinani,"FW,MF",St. Pauli,27.0,26,1250,2,2,1.7,12
Lassine Sinayoko,"FW,MF",Auxerre,24.0,34,2299,5,8,6.5,16
Wilfried Singo,DF,Monaco,23.0,27,2096,1,2,1.9,5
Luis Sinisterra,"FW,MF",Bournemouth,25.0,12,236,1,1,1.2,6
Daley Sinkgraven,DF,Las Palmas,29.0,2,91,0,0,0.0,0
Tobias Sippel,GK,Gladbach,36.0,1,59,0,0,0.0,0
Jailson Siqueira,"DF,MF",Celta Vigo,28.0,13,614,0,0,0.1,2
Ayanda Sishuba,FW,Rennes,19.0,1,3,0,0,0.0,0
Ibrahim Sissoko,FW,Saint-Étienne,28.0,20,819,3,1,4.3,4
Ibrahima Sissoko,MF,Bochum,26.0,32,2610,2,1,1.7,8
Niama Sissoko,"FW,MF",Reims,18.0,4,47,0,0,0.3,0
Antonio Sivera,GK,Alavés,27.0,32,2810,0,0,0.0,0
Tim Skarke,"FW,MF",Union Berlin,27.0,33,1164,0,2,2.1,9
Ellyes Skhiri,MF,Eint Frankfurt,29.0,30,2231,1,2,1.4,2
Oliver Skipp,MF,Leicester City,23.0,24,1129,0,0,0.4,1
Leo Skiri Østigård,DF,Rennes,24.0,16,1227,1,0,0.7,2
Leo Skiri Østigård,DF,Hoffenheim,24.0,11,927,0,0,0.3,0
Łukasz Skorupski,GK,Bologna,33.0,27,2364,0,0,0.0,0
Andreas Skov Olsen,"FW,MF",Wolfsburg,24.0,12,535,1,1,0.8,1
Robert Skov,"DF,MF",Union Berlin,28.0,15,852,2,2,1.7,5
Milan Škriniar,DF,Paris S-G,29.0,5,382,0,0,0.2,0
Steven Skrzybski,"MF,FW",Holstein Kiel,31.0,24,1323,6,3,3.5,12
Naatan Skyttä,FW,Toulouse,22.0,1,5,0,0,0.0,0
William Smallbone,MF,Southampton,24.0,18,690,1,0,0.6,1
Adam Smith,DF,Bournemouth,33.0,25,1590,0,0,0.7,0
Eric Smith,"DF,MF",St. Pauli,27.0,32,2827,1,1,1.4,9
Justin Smith,MF,Espanyol,21.0,5,209,0,0,0.0,0
Emile Smith Rowe,MF,Fulham,24.0,34,2043,6,3,4.5,11
Ivan Smolčić,DF,Como,23.0,9,630,0,0,0.4,3
Eduard Sobol,DF,Strasbourg,29.0,10,95,0,0,0.0,0
Simon Sohm,MF,Parma,23.0,37,2989,4,0,3.1,13
Alex Sola,"MF,FW",Getafe,25.0,19,1029,0,1,1.0,2
Arnau Solà,MF,Villarreal,21.0,1,13,0,0,0.0,0
Dominic Solanke,FW,Tottenham,26.0,27,2201,9,3,10.9,24
Ola Solbakken,"MF,FW",Empoli,25.0,21,760,0,0,0.8,3
Carlos Soler,"MF,FW",West Ham,27.0,31,1409,1,1,1.8,8
Julio Soler,"DF,FW",Bournemouth,19.0,3,11,0,0,0.0,0
Oumar Solet,DF,Udinese,24.0,19,1672,1,2,0.8,7
Jhon Solis,MF,Girona,19.0,19,535,1,0,0.7,1
Daniele Sommariva,GK,Genoa,27.0,1,28,0,0,0.0,0
Yann Sommer,GK,Inter,35.0,32,2880,0,0,0.0,0
David Soria,GK,Getafe,31.0,38,3420,0,0,0.0,0
Juan Soriano,GK,Leganés,26.0,6,540,0,0,0.0,0
Borna Sosa,DF,Torino,26.0,19,1181,0,0,0.3,1
Ramón Sosa,"FW,MF",Nott'ham Forest,24.0,19,295,1,0,1.0,5
Hugo Sotelo,MF,Celta Vigo,20.0,24,1254,0,0,0.2,0
Florian Sotoca,"FW,MF",Lens,33.0,31,1794,1,1,4.6,18
Riccardo Sottil,"FW,MF",Fiorentina,25.0,18,833,1,1,0.9,6
Riccardo Sottil,"FW,MF",Milan,25.0,6,123,0,0,0.2,0
Tomáš Souček,MF,West Ham,29.0,35,2567,9,1,6.7,17
Matìas Soulé,"MF,DF",Roma,21.0,27,1781,5,5,3.0,13
Boubakary Soumaré,MF,Leicester City,25.0,31,2171,0,0,0.3,0
Issa Soumaré,"FW,MF",Le Havre,23.0,29,1902,5,4,3.8,19
Djibril Sow,MF,Sevilla,27.0,30,2062,2,1,2.4,6
Saidou Sow,DF,Strasbourg,22.0,12,1018,0,1,0.3,1
Saidou Sow,DF,Nantes,22.0,9,799,1,0,0.6,2
Djed Spence,DF,Tottenham,23.0,25,1792,1,2,0.6,3
Leonardo Spinazzola,"DF,FW",Napoli,31.0,27,1517,1,1,0.8,4
Marco Sportiello,GK,Milan,32.0,2,126,0,0,0.0,0
Anton Stach,"MF,DF",Hoffenheim,25.0,30,2585,1,2,2.0,10
Jens Stage,MF,Werder Bremen,27.0,28,2204,10,5,7.2,15
Josip Stanišić,DF,Bayern Munich,24.0,14,876,0,2,0.3,0
Filip Stankovic,GK,Venezia,22.0,16,1367,0,0,0.0,0
Jay Stansfield,MF,Fulham,21.0,1,1,0,0,0.0,0
Carl Starfelt,DF,Celta Vigo,29.0,28,2270,1,0,0.5,1
Niklas Stark,DF,Werder Bremen,29.0,26,2106,0,1,1.1,3
Lucas Stassin,FW,Saint-Étienne,19.0,28,1887,12,4,7.0,23
Jason Steele,GK,Brighton,33.0,2,180,0,0,0.0,0
Orri Steinn Óskarsson,FW,Real Sociedad,19.0,23,944,3,0,5.2,7
Pascal Stenzel,DF,Stuttgart,28.0,10,290,0,0,0.3,2
Jack Stephens,DF,Southampton,30.0,19,1389,1,0,0.6,2
Leonidas Stergiou,DF,Stuttgart,22.0,12,852,1,2,1.1,1
Raheem Sterling,"FW,MF",Arsenal,29.0,17,499,0,2,1.4,0
Enzo Sternal,"FW,MF",Marseille,17.0,2,24,0,0,0.0,0
Finley Stevens,DF,St. Pauli,21.0,1,1,0,0,0.0,0
Ross Stewart,FW,Southampton,28.0,12,389,1,0,1.1,2
Angelo Stiller,MF,Stuttgart,23.0,32,2741,1,8,1.8,4
Kevin Stöger,MF,Gladbach,30.0,31,1551,3,3,3.9,9
Stoichkov,"MF,FW",Alavés,30.0,16,699,0,1,1.1,3
Petar Stojanović,MF,Empoli,28.0,1,3,0,0,0.0,0
Jakub Stolarczyk,GK,Leicester City,23.0,10,900,0,0,0.0,0
John Stones,"DF,MF",Manchester City,30.0,11,548,2,0,0.4,2
Jørgen Strand Larsen,FW,Wolves,24.0,35,2587,14,4,10.3,33
Gabriel Strefezza,"FW,MF",Como,27.0,37,2619,6,4,3.7,21
Cristhian Stuani,FW,Girona,37.0,32,1078,11,2,8.1,16
Álex Suárez,DF,Las Palmas,31.0,30,2460,0,0,0.5,3
Denis Suárez,MF,Villarreal,30.0,21,608,1,1,0.9,3
Gabriel Suazo,DF,Toulouse,26.0,30,2163,0,6,0.8,4
Luka Sučić,MF,Real Sociedad,21.0,29,1792,1,1,3.3,11
Yukinari Sugawara,"DF,MF",Southampton,24.0,30,1557,1,1,0.5,5
Niklas Süle,DF,Dortmund,28.0,15,1053,0,0,0.6,2
Ibrahim Sulemana,MF,Atalanta,21.0,9,283,2,0,0.6,2
Kamaldeen Sulemana,"FW,MF",Southampton,22.0,26,1402,1,1,1.5,8
Crysencio Summerville,"FW,MF",West Ham,22.0,19,786,1,1,1.6,4
Tomáš Suslov,"MF,FW",Hellas Verona,22.0,31,2080,0,1,1.6,7
Suso,"FW,MF",Sevilla,30.0,16,606,0,2,0.7,4
Zion Suzuki,GK,Parma,21.0,37,3314,0,0,0.0,0
Mattias Svanberg,MF,Wolfsburg,25.0,20,1219,3,1,3.6,7
Daniel Svensson,"DF,FW",Dortmund,22.0,12,781,1,3,0.8,2
Marin Šverko,DF,Venezia,26.0,16,1117,1,0,0.3,1
Mile Svilar,GK,Roma,24.0,38,3420,0,0,0.0,0
Michael Svoboda,DF,Venezia,25.0,16,1314,1,0,0.2,4
Williot Swedberg,"FW,MF",Celta Vigo,20.0,32,1348,4,5,5.2,15
Abakar Sylla,DF,Strasbourg,21.0,21,950,1,0,0.4,1
Issiaga Sylla,DF,Montpellier,30.0,19,1156,1,0,1.8,2
Mamadou Sylla,"FW,MF",Valladolid,30.0,29,1583,5,1,5.1,3
Wojciech Szczęsny,GK,Barcelona,34.0,15,1350,0,0,0.0,0
Sammie Szmodics,"FW,MF",Ipswich Town,28.0,20,992,4,0,3.4,12
Dominik Szoboszlai,MF,Liverpool,23.0,36,2491,6,6,7.3,22
Alexander Sørloth,FW,Atlético Madrid,28.0,35,1566,20,2,16.8,40
Musa Al-Taamari,"FW,MF",Montpellier,27.0,15,1116,2,1,2.6,11
Musa Al-Taamari,"FW,MF",Rennes,27.0,11,567,1,0,2.4,3
Haris Tabakovic,FW,Hoffenheim,30.0,22,821,3,1,3.3,10
Nicolás Tagliafico,DF,Lyon,31.0,24,1902,3,1,3.0,7
Jonathan Tah,DF,Leverkusen,28.0,33,2970,3,0,1.1,7
Adrien Tameze,"MF,DF",Torino,30.0,20,649,0,0,0.4,3
Axel Tapé,"DF,MF",Paris S-G,16.0,2,180,0,0,0.0,0
Renato Tapia,"MF,DF",Leganés,29.0,34,2424,1,0,0.6,6
Edmond Tapsoba,DF,Leverkusen,25.0,29,2507,0,0,1.1,2
Florian Tardieu,MF,Saint-Étienne,32.0,24,1252,2,4,0.6,3
Mehdi Taremi,FW,Inter,32.0,25,807,1,2,3.5,5
Matt Targett,DF,Newcastle Utd,28.0,2,21,0,0,0.0,0
Oussama Targhalline,MF,Le Havre,22.0,14,990,0,0,0.1,0
James Tarkowski,DF,Everton,31.0,33,2922,1,1,1.3,4
César Tárrega,DF,Valencia,22.0,34,3026,2,0,1.9,6
Nuno Tavares,DF,Lazio,24.0,23,1686,0,8,1.1,5
Marcus Tavernier,"FW,MF",Bournemouth,25.0,29,1939,3,5,5.5,17
Charlie Taylor,DF,Southampton,30.0,8,356,0,0,0.0,0
Jack Taylor,MF,Ipswich Town,26.0,32,860,1,0,0.7,4
Loum Tchaouna,"FW,MF",Lazio,20.0,24,660,1,0,2.5,8
Jackson Tchatchoua,"DF,MF",Hellas Verona,22.0,36,3167,2,3,1.6,3
Enzo Tchato,DF,Montpellier,21.0,27,1899,0,0,0.1,2
Aurélien Tchouaméni,"DF,MF",Real Madrid,24.0,32,2689,0,0,1.7,3
Álvaro Tejero,"MF,DF",Espanyol,28.0,28,1238,1,4,0.6,4
Martín Tejón,"MF,DF",Valencia,20.0,4,49,0,0,0.1,0
Mathys Tel,FW,Tottenham,19.0,13,911,2,1,3.0,8
Mathys Tel,"FW,MF",Bayern Munich,19.0,8,256,0,1,0.7,3
Nathan Tella,"MF,FW",Leverkusen,25.0,27,1359,2,4,3.1,10
Nahuel Tenaglia,DF,Alavés,28.0,34,2922,2,1,2.2,8
Arnau Tenas,GK,Paris S-G,23.0,1,90,0,1,0.0,0
Casper Tengstedt,FW,Hellas Verona,24.0,25,1517,6,1,5.3,10
Marc-André ter Stegen,GK,Barcelona,32.0,8,674,0,0,0.0,0
Filippo Terracciano,"DF,MF",Milan,21.0,13,539,0,0,0.2,1
Pietro Terracciano,GK,Fiorentina,34.0,3,270,0,0,0.0,0
Ramón Terrats,"MF,FW",Villarreal,23.0,11,131,0,0,0.1,0
Ramón Terrats,"MF,FW",Getafe,23.0,15,1219,4,1,2.2,8
Martin Terrier,"MF,FW",Leverkusen,27.0,15,584,2,1,2.4,6
Tanner Tessmann,MF,Lyon,22.0,25,1234,1,0,1.0,10
Kenny Tete,DF,Fulham,28.0,22,1774,0,2,1.4,2
Teddy Teuma,MF,Reims,30.0,17,750,1,0,1.4,2
Jordan Teze,DF,Monaco,24.0,16,569,1,0,1.2,2
Florian Thauvin,"FW,MF",Udinese,31.0,25,1956,8,3,8.1,23
Arthur Theate,DF,Eint Frankfurt,24.0,31,2704,0,0,2.4,9
Norman Theuerkauf,MF,Heidenheim,37.0,1,22,0,0,0.0,0
Thiago,"FW,MF",Brentford,23.0,8,175,0,0,0.1,0
Malick Thiaw,DF,Milan,22.0,22,1806,0,0,0.6,0
Denis Thomalla,MF,Heidenheim,31.0,1,4,0,0,0.0,0
Luke Thomas,DF,Leicester City,23.0,14,1110,0,0,0.4,0
